yr,sex,FirstForename,number,rank,position
1982,G,Romnana,1,872,  872=
1982,G,Rosa,1,872,  872=
1982,G,Rosalynn,1,872,  872=
1982,G,Rosamund,1,872,  872=
1982,G,Rose-Ann,1,872,  872=
1982,G,Roseana,1,872,  872=
1982,G,Roselia,1,872,  872=
1982,G,Roselynn,1,872,  872=
1982,G,Rosena,1,872,  872=
1982,G,Rosie,1,872,  872=
1982,G,Rosina,1,872,  872=
1982,G,Roslin,1,872,  872=
1982,G,Roslind,1,872,  872=
1982,G,Rossalyn,1,872,  872=
1982,G,Rossella,1,872,  872=
1982,G,Rosslyne,1,872,  872=
1982,G,Roxsann,1,872,  872=
1982,G,Royanne,1,872,  872=
1982,G,Rozalyn,1,872,  872=
1982,G,Rozalynne,1,872,  872=
1982,G,Rozanna,1,872,  872=
1982,G,Rozanne,1,872,  872=
1982,G,Rozwana,1,872,  872=
1982,G,Ruana,1,872,  872=
1982,G,Rukhsana,1,872,  872=
1982,G,Ruksana,1,872,  872=
1982,G,Rukshana,1,872,  872=
1982,G,Ruthanna,1,872,  872=
1982,G,Ryan,1,872,  872=
1982,G,Saadia,1,872,  872=
1982,G,Sabreen,1,872,  872=
1982,G,Sadaf,1,872,  872=
1982,G,Sadef,1,872,  872=
1982,G,Sadhna,1,872,  872=
1982,G,Sadie,1,872,  872=
1982,G,Saffron,1,872,  872=
1982,G,Saika,1,872,  872=
1982,G,Sajidah,1,872,  872=
1982,G,Saleha,1,872,  872=
1982,G,Salliann,1,872,  872=
1982,G,Sally-Ann,1,872,  872=
1982,G,Sally-Anne,1,872,  872=
1982,G,Samaira,1,872,  872=
1982,G,Samanda,1,872,  872=
1982,G,Samantha-Jane,1,872,  872=
1982,G,Samantha-Lee,1,872,  872=
1982,G,Samatha,1,872,  872=
1982,G,Sameenah,1,872,  872=
1982,G,Sameera,1,872,  872=
1982,G,Samera,1,872,  872=
1982,G,Samiea,1,872,  872=
1982,G,Samina,1,872,  872=
1982,G,Saminah,1,872,  872=
1982,G,Samrah,1,872,  872=
1982,G,Sanah,1,872,  872=
1982,G,Sandeep,1,872,  872=
1982,G,Sandha,1,872,  872=
1982,G,Sandi,1,872,  872=
1982,G,Sandip,1,872,  872=
1982,G,Sangeeta,1,872,  872=
1982,G,Sara-Ann,1,872,  872=
1982,G,Sara-Jane,1,872,  872=
1982,G,Sarah-Lynn,1,872,  872=
1982,G,Sarahlee,1,872,  872=
1982,G,Saranne,1,872,  872=
1982,G,Sarbjit,1,872,  872=
1982,G,Sareeka,1,872,  872=
1982,G,Satnam,1,872,  872=
1982,G,Satveer,1,872,  872=
1982,G,Sau,1,872,  872=
1982,G,Savannah,1,872,  872=
1982,G,Sawsan,1,872,  872=
1982,G,Sazia,1,872,  872=
1982,G,See,1,872,  872=
1982,G,Seli,1,872,  872=
1982,G,Seline,1,872,  872=
1982,G,Serella,1,872,  872=
1982,G,Serina,1,872,  872=
1982,G,Serita,1,872,  872=
1982,G,Shabbana,1,872,  872=
1982,G,Shabnum,1,872,  872=
1982,G,Shada,1,872,  872=
1982,G,Shadia,1,872,  872=
1982,G,Shagufta,1,872,  872=
1982,G,Shahaen,1,872,  872=
1982,G,Shahela,1,872,  872=
1982,G,Shahida,1,872,  872=
1982,G,Shahista,1,872,  872=
1982,G,Shahma,1,872,  872=
1982,G,Shaiesta,1,872,  872=
1982,G,Shakeela,1,872,  872=
1982,G,Shaleena,1,872,  872=
1982,G,Shalena,1,872,  872=
1982,G,Shameela,1,872,  872=
1982,G,Shameem,1,872,  872=
1982,G,Shan,1,872,  872=
1982,G,Shana,1,872,  872=
1982,G,Shaneene,1,872,  872=
1982,G,Shanny,1,872,  872=
1982,G,Shanta,1,872,  872=
1982,G,Shantha,1,872,  872=
1982,G,Sharan,1,872,  872=
1982,G,Sharmina,1,872,  872=
1982,G,Shasta,1,872,  872=
1982,G,Shau,1,872,  872=
1982,G,Shauna,1,872,  872=
1982,G,Shaureen,1,872,  872=
1982,G,Shayma,1,872,  872=
1982,G,Sheilah,1,872,  872=
1982,G,Shelle,1,872,  872=
1982,G,Shelleylouise,1,872,  872=
1982,G,Shellymarie,1,872,  872=
1982,G,Shena,1,872,  872=
1982,G,Shenita,1,872,  872=
1982,G,Sheralee,1,872,  872=
1982,G,Sherazia,1,872,  872=
1982,G,Sherena,1,872,  872=
1982,G,Sherene,1,872,  872=
1982,G,Sherida,1,872,  872=
1982,G,Sherie,1,872,  872=
1982,G,Sherle,1,872,  872=
1982,G,Sherrie,1,872,  872=
1982,G,Sherrill,1,872,  872=
1982,G,Sherrise,1,872,  872=
1982,G,Sheryll,1,872,  872=
1982,G,Shian,1,872,  872=
1982,G,Shie,1,872,  872=
1982,G,Shieona,1,872,  872=
1982,G,Shimara,1,872,  872=
1982,G,Shireen,1,872,  872=
1982,G,Shirin,1,872,  872=
1982,G,Shirlee,1,872,  872=
1982,G,Shirley-Anne,1,872,  872=
1982,G,Shirleyann,1,872,  872=
1982,G,Shmaiala,1,872,  872=
1982,G,Shonagah,1,872,  872=
1982,G,Shonah,1,872,  872=
1982,G,Shonaigh,1,872,  872=
1982,G,Shumila,1,872,  872=
1982,G,Shun,1,872,  872=
1982,G,Siadarie,1,872,  872=
1982,G,Siama,1,872,  872=
1982,G,Siani,1,872,  872=
1982,G,Sianne,1,872,  872=
1982,G,Sigrid,1,872,  872=
1982,G,Silvy,1,872,  872=
1982,G,Sindy,1,872,  872=
1982,G,Sine,1,872,  872=
1982,G,Sioned,1,872,  872=
1982,G,Siran,1,872,  872=
1982,G,Siti,1,872,  872=
1982,G,Skye,1,872,  872=
1982,G,Smitha,1,872,  872=
1982,G,So,1,872,  872=
1982,G,Sobeeha,1,872,  872=
1982,G,Sobia,1,872,  872=
1982,G,Soha,1,872,  872=
1982,G,Sonita,1,872,  872=
1982,G,Soobia,1,872,  872=
1982,G,Sopheela,1,872,  872=
1982,G,Sophie-Helen,1,872,  872=
1982,G,Soracha,1,872,  872=
1982,G,Soraya,1,872,  872=
1982,G,Sorcha,1,872,  872=
1982,G,Sorell,1,872,  872=
1982,G,Sorena,1,872,  872=
1982,G,Sorrel,1,872,  872=
1982,G,Sorrell,1,872,  872=
1982,G,Srabani,1,872,  872=
1982,G,Stacey-Anne,1,872,  872=
1982,G,Stacey-Marie,1,872,  872=
1982,G,Stacia,1,872,  872=
1982,G,Standish,1,872,  872=
1982,G,Stefania,1,872,  872=
1982,G,Steffani,1,872,  872=
1982,G,Steffanie,1,872,  872=
1982,G,Stephaine,1,872,  872=
1982,G,Stephanie-Jane,1,872,  872=
1982,G,Stephannie,1,872,  872=
1982,G,Stephen,1,872,  872=
1982,G,Steven,1,872,  872=
1982,G,Stevie,1,872,  872=
1982,G,Stuart,1,872,  872=
1982,G,Sualiha,1,872,  872=
1982,G,Subha,1,872,  872=
1982,G,Suk,1,872,  872=
1982,G,Sukhmani,1,872,  872=
1982,G,Sula,1,872,  872=
1982,G,Sumeet,1,872,  872=
1982,G,Sumera,1,872,  872=
1982,G,Summar,1,872,  872=
1982,G,Sumya,1,872,  872=
1982,G,Sunghia,1,872,  872=
1982,G,Sunita,1,872,  872=
1982,G,Sunniva,1,872,  872=
1982,G,Surya,1,872,  872=
1982,G,Susanjane,1,872,  872=
1982,G,Suzannah,1,872,  872=
1982,G,Suzie,1,872,  872=
1982,G,Suzy,1,872,  872=
1982,G,Suzzan,1,872,  872=
1982,G,Syara,1,872,  872=
1982,G,Syeda,1,872,  872=
1982,G,Syma,1,872,  872=
1982,G,Syra,1,872,  872=
1982,G,Syrah,1,872,  872=
1982,G,Taberah,1,872,  872=
1982,G,Tahany,1,872,  872=
1982,G,Tahbusam,1,872,  872=
1982,G,Tahreen,1,872,  872=
1982,G,Taif,1,872,  872=
1982,G,Tallah,1,872,  872=
1982,G,Tamar,1,872,  872=
1982,G,Tamarith,1,872,  872=
1982,G,Tammala,1,872,  872=
1982,G,Tammi,1,872,  872=
1982,G,Tanina,1,872,  872=
1982,G,Tanveer,1,872,  872=
1982,G,Tanyara,1,872,  872=
1982,G,Tara-Jane,1,872,  872=
1982,G,Tarnjeet,1,872,  872=
1982,G,Tarra,1,872,  872=
1982,G,Tasmeia,1,872,  872=
1982,G,Tearaj,1,872,  872=
1982,G,Tegan,1,872,  872=
1982,G,Tennille,1,872,  872=
1982,G,Terri-Anne,1,872,  872=
1982,G,Terrie-Anne,1,872,  872=
1982,G,Terry,1,872,  872=
1982,G,The,1,872,  872=
1982,G,Thomas,1,872,  872=
1982,G,Tiersa,1,872,  872=
1982,G,Tieu,1,872,  872=
1982,G,Tinke,1,872,  872=
1982,G,Tonya,1,872,  872=
1982,G,Tracey-Anne,1,872,  872=
1982,G,Tracy-Ann,1,872,  872=
1982,G,Trena,1,872,  872=
1982,G,Tricia,1,872,  872=
1982,G,Trudi,1,872,  872=
1982,G,Tsui,1,872,  872=
1982,G,Tui-Yee,1,872,  872=
1982,G,Tulta,1,872,  872=
1982,G,Tung,1,872,  872=
1982,G,Tuyet,1,872,  872=
1982,G,Tynille,1,872,  872=
1982,G,Tyree,1,872,  872=
1982,G,Ummaima-Uz-Zohr,1,872,  872=
1982,G,Una,1,872,  872=
1982,G,Unbreen,1,872,  872=
1982,G,Unmber,1,872,  872=
1982,G,Urchana,1,872,  872=
1982,G,Uthpala,1,872,  872=
1982,G,Uwakokunre,1,872,  872=
1982,G,Uyai,1,872,  872=
1982,G,V'harie,1,872,  872=
1982,G,Vaila,1,872,  872=
1982,G,Valentine,1,872,  872=
1982,G,Valery,1,872,  872=
1982,G,Valeska,1,872,  872=
1982,G,Valija,1,872,  872=
1982,G,Vanita,1,872,  872=
1982,G,Vanya-Louise,1,872,  872=
1982,G,Venetia,1,872,  872=
1982,G,Venus,1,872,  872=
1982,G,Veronika,1,872,  872=
1982,G,Veronique,1,872,  872=
1982,G,Vicky-Lea,1,872,  872=
1982,G,Vienna,1,872,  872=
1982,G,Violet,1,872,  872=
1982,G,Vivian,1,872,  872=
1982,G,Vivianne,1,872,  872=
1982,G,Wai,1,872,  872=
1982,G,Wallis,1,872,  872=
1982,G,Waverlay,1,872,  872=
1982,G,Wendi,1,872,  872=
1982,G,Wendie,1,872,  872=
1982,G,Wiam,1,872,  872=
1982,G,Widat,1,872,  872=
1982,G,Wifaq,1,872,  872=
1982,G,Willa,1,872,  872=
1982,G,Wing,1,872,  872=
1982,G,Winnifred,1,872,  872=
1982,G,Winse,1,872,  872=
1982,G,Xanthe,1,872,  872=
1982,G,Xarifa,1,872,  872=
1982,G,Yasmen,1,872,  872=
1982,G,Yee,1,872,  872=
1982,G,Yehowabehwe,1,872,  872=
1982,G,Yen,1,872,  872=
1982,G,York,1,872,  872=
1982,G,Yuet,1,872,  872=
1982,G,Zaharena,1,872,  872=
1982,G,Zahedah,1,872,  872=
1982,G,Zahra'a,1,872,  872=
1982,G,Zainub,1,872,  872=
1982,G,Zanobia,1,872,  872=
1982,G,Zareena,1,872,  872=
1982,G,Zehal,1,872,  872=
1982,G,Zilai-Humma,1,872,  872=
1982,G,Zina,1,872,  872=
1982,G,Zinub,1,872,  872=
1982,G,Zoei,1,872,  872=
1982,G,Zoey,1,872,  872=
1982,G,Zohreh,1,872,  872=
1982,G,Zowie,1,872,  872=
1982,G,Zulekha,1,872,  872=
1983,B,David,1891,1,1
1983,B,Christopher,1374,2,2
1983,B,Andrew,1275,3,3
1983,B,John,1260,4,4
1983,B,James,1156,5,5
1983,B,Craig,992,6,6
1983,B,Steven,950,7,7
1983,B,Paul,901,8,8
1983,B,Michael,768,9,9
1983,B,Scott,740,10,10
1983,B,Robert,721,11,11
1983,B,Mark,719,12,12
1983,B,William,658,13,13
1983,B,Kevin,657,14,14
1983,B,Stuart,641,15,15
1983,B,Stephen,584,16,16
1983,B,Alan,562,17,17
1983,B,Gary,522,18,18
1983,B,Ross,509,19,19
1983,B,Colin,467,20,20
1983,B,Richard,451,21,21
1983,B,Martin,446,22,22
1983,B,Thomas,401,23,23
1983,B,Neil,393,24,24
1983,B,Ryan,372,25,25
1983,B,Graeme,343,26,26
1983,B,Brian,341,27,27
1983,B,Peter,335,28,28
1983,B,Gordon,321,29,29
1983,B,Darren,316,30,   30=
1983,B,Ian,316,30,   30=
1983,B,Jamie,305,32,32
1983,B,Alexander,303,33,   33=
1983,B,Iain,303,33,   33=
1983,B,Graham,284,35,35
1983,B,Barry,278,36,36
1983,B,Allan,266,37,   37=
1983,B,Jonathan,266,37,   37=
1983,B,Daniel,257,39,39
1983,B,Gavin,251,40,40
1983,B,Derek,238,41,41
1983,B,Kenneth,235,42,42
1983,B,Sean,214,43,43
1983,B,Matthew,211,44,44
1983,B,Lee,200,45,45
1983,B,George,183,46,46
1983,B,Nicholas,176,47,47
1983,B,Anthony,174,48,   48=
1983,B,Stewart,174,48,   48=
1983,B,Fraser,166,50,50
1983,B,Douglas,160,51,51
1983,B,Keith,159,52,52
1983,B,Joseph,149,53,53
1983,B,Grant,145,54,54
1983,B,Marc,134,55,55
1983,B,Adam,127,56,56
1983,B,Simon,123,57,57
1983,B,Alistair,120,58,58
1983,B,Garry,118,59,59
1983,B,Alastair,116,60,60
1983,B,Bryan,113,61,61
1983,B,Liam,109,62,62
1983,B,Jason,107,63,63
1983,B,Duncan,106,64,   64=
1983,B,Euan,106,64,   64=
1983,B,Charles,105,66,66
1983,B,Greg,103,67,67
1983,B,Edward,102,68,   68=
1983,B,Philip,102,68,   68=
1983,B,Russell,96,70,   70=
1983,B,Shaun,96,70,   70=
1983,B,Gareth,93,72,72
1983,B,Ewan,92,73,73
1983,B,Calum,89,74,74
1983,B,Callum,86,75,75
1983,B,Donald,84,76,76
1983,B,Cameron,81,77,   77=
1983,B,Raymond,81,77,   77=
1983,B,Patrick,80,79,79
1983,B,Alasdair,79,80,80
1983,B,Dean,70,81,81
1983,B,Greig,67,82,82
1983,B,Lewis,66,83,83
1983,B,Benjamin,65,84,84
1983,B,Malcolm,62,85,85
1983,B,Niall,60,86,86
1983,B,Gerard,58,87,87
1983,B,Martyn,54,88,88
1983,B,Jordan,52,89,89
1983,B,Aaron,50,90,   90=
1983,B,Francis,50,90,   90=
1983,B,Hugh,49,92,92
1983,B,Gregor,48,93,   93=
1983,B,Mohammed,48,93,   93=
1983,B,Robin,47,95,95
1983,B,Samuel,46,96,96
1983,B,Angus,43,97,   97=
1983,B,Bruce,43,97,   97=
1983,B,Kris,40,99,99
1983,B,Ronald,39,100,100
1983,B,Dale,37,101,  101=
1983,B,Rory,37,101,  101=
1983,B,Dominic,35,103,  103=
1983,B,Jon,35,103,  103=
1983,B,Blair,34,105,105
1983,B,Kyle,33,106,106
1983,B,Brendan,32,107,  107=
1983,B,Kristopher,32,107,  107=
1983,B,Murray,32,107,  107=
1983,B,Timothy,29,110,  110=
1983,B,Wayne,29,110,  110=
1983,B,Roderick,28,112,112
1983,B,Adrian,26,113,  113=
1983,B,Gerald,26,113,  113=
1983,B,Luke,26,113,  113=
1983,B,Owen,26,113,  113=
1983,B,Roy,26,113,  113=
1983,B,Oliver,24,118,118
1983,B,Antony,23,119,  119=
1983,B,Jack,23,119,  119=
1983,B,Kieran,23,119,  119=
1983,B,Kristofer,23,119,  119=
1983,B,Mohammad,23,119,  119=
1983,B,Eric,22,124,124
1983,B,Barrie,21,125,  125=
1983,B,Ben,21,125,  125=
1983,B,Daryl,21,125,  125=
1983,B,Nicky,21,125,  125=
1983,B,Terry,21,125,  125=
1983,B,Drew,20,130,  130=
1983,B,Tony,20,130,  130=
1983,B,Kristoffer,18,132,  132=
1983,B,Rikki,18,132,  132=
1983,B,Robbie,18,132,  132=
1983,B,Glen,17,135,  135=
1983,B,Gregory,17,135,  135=
1983,B,Henry,17,135,  135=
1983,B,Phillip,17,135,  135=
1983,B,Alex,16,139,  139=
1983,B,Frazer,16,139,  139=
1983,B,Lawrence,16,139,  139=
1983,B,Campbell,15,142,  142=
1983,B,Damien,15,142,  142=
1983,B,Darryl,15,142,  142=
1983,B,Hamish,15,142,  142=
1983,B,Johnathan,15,142,  142=
1983,B,Alister,14,147,  147=
1983,B,Allen,14,147,  147=
1983,B,Billy,14,147,  147=
1983,B,Ewen,14,147,  147=
1983,B,Frank,14,147,  147=
1983,B,Nathan,14,147,  147=
1983,B,Ricky,14,147,  147=
1983,B,Terence,14,147,  147=
1983,B,Brett,13,155,  155=
1983,B,Fergus,13,155,  155=
1983,B,Imran,13,155,  155=
1983,B,Jay,13,155,  155=
1983,B,Lindsay,13,155,  155=
1983,B,Norman,13,155,  155=
1983,B,Ali,12,161,  161=
1983,B,Damian,12,161,  161=
1983,B,Derrick,12,161,  161=
1983,B,Elliot,12,161,  161=
1983,B,Kirk,12,161,  161=
1983,B,Leon,12,161,  161=
1983,B,Mathew,12,161,  161=
1983,B,Tom,12,161,  161=
1983,B,Vincent,12,161,  161=
1983,B,Ciaran,11,170,  170=
1983,B,Danny,11,170,  170=
1983,B,Finlay,11,170,  170=
1983,B,Harry,11,170,  170=
1983,B,Julian,11,170,  170=
1983,B,Justin,11,170,  170=
1983,B,Marcus,11,170,  170=
1983,B,Trevor,11,170,  170=
1983,B,Arthur,10,178,  178=
1983,B,Evan,10,178,  178=
1983,B,Glenn,10,178,  178=
1983,B,Jeffrey,10,178,  178=
1983,B,Jeremy,10,178,  178=
1983,B,Jonathon,10,178,  178=
1983,B,Kerr,10,178,  178=
1983,B,Bobby,9,185,  185=
1983,B,Geoffrey,9,185,  185=
1983,B,Gregg,9,185,  185=
1983,B,Guy,9,185,  185=
1983,B,Joel,9,185,  185=
1983,B,Joshua,9,185,  185=
1983,B,Karl,9,185,  185=
1983,B,Keir,9,185,  185=
1983,B,Leslie,9,185,  185=
1983,B,Louis,9,185,  185=
1983,B,Muhammad,9,185,  185=
1983,B,Sam,9,185,  185=
1983,B,Shane,9,185,  185=
1983,B,Abdul,8,198,  198=
1983,B,Ashley,8,198,  198=
1983,B,Carl,8,198,  198=
1983,B,Crawford,8,198,  198=
1983,B,Innes,8,198,  198=
1983,B,Leigh,8,198,  198=
1983,B,Marco,8,198,  198=
1983,B,Neal,8,198,  198=
1983,B,Nicolas,8,198,  198=
1983,B,Nikki,8,198,  198=
1983,B,Stefan,8,198,  198=
1983,B,Struan,8,198,  198=
1983,B,Alisdair,7,210,  210=
1983,B,Darran,7,210,  210=
1983,B,Denis,7,210,  210=
1983,B,Dylan,7,210,  210=
1983,B,Kevan,7,210,  210=
1983,B,Laurie,7,210,  210=
1983,B,Murdo,7,210,  210=
1983,B,Neale,7,210,  210=
1983,B,Omar,7,210,  210=
1983,B,Sandy,7,210,  210=
1983,B,Steve,7,210,  210=
1983,B,Walter,7,210,  210=
1983,B,Ahmed,6,222,  222=
1983,B,Aidan,6,222,  222=
1983,B,Albert,6,222,  222=
1983,B,Chi,6,222,  222=
1983,B,Clark,6,222,  222=
1983,B,Darrell,6,222,  222=
1983,B,Dennis,6,222,  222=
1983,B,Desmond,6,222,  222=
1983,B,Don,6,222,  222=
1983,B,Edwin,6,222,  222=
1983,B,Frederick,6,222,  222=
1983,B,Jeff,6,222,  222=
1983,B,Kieron,6,222,  222=
1983,B,Laurence,6,222,  222=
1983,B,Leo,6,222,  222=
1983,B,Lloyd,6,222,  222=
1983,B,Maxwell,6,222,  222=
1983,B,Mitchell,6,222,  222=
1983,B,Ralph,6,222,  222=
1983,B,Ramsay,6,222,  222=
1983,B,Usman,6,222,  222=
1983,B,Ahmad,5,243,  243=
1983,B,Anton,5,243,  243=
1983,B,Archibald,5,243,  243=
1983,B,Austin,5,243,  243=
1983,B,Bernard,5,243,  243=
1983,B,Bradley,5,243,  243=
1983,B,Chris,5,243,  243=
1983,B,Daren,5,243,  243=
1983,B,Elliott,5,243,  243=
1983,B,Eoghan,5,243,  243=
1983,B,Faisal,5,243,  243=
1983,B,Jackson,5,243,  243=
1983,B,Jim,5,243,  243=
1983,B,Jody,5,243,  243=
1983,B,Johnny,5,243,  243=
1983,B,Lance,5,243,  243=
1983,B,Leonard,5,243,  243=
1983,B,Magnus,5,243,  243=
1983,B,Max,5,243,  243=
1983,B,Mohamad,5,243,  243=
1983,B,Moray,5,243,  243=
1983,B,Myles,5,243,  243=
1983,B,Ricardo,5,243,  243=
1983,B,Roddy,5,243,  243=
1983,B,Ruairidh,5,243,  243=
1983,B,Ruaraidh,5,243,  243=
1983,B,Ruaridh,5,243,  243=
1983,B,Sandeep,5,243,  243=
1983,B,Sebastian,5,243,  243=
1983,B,Spencer,5,243,  243=
1983,B,Victor,5,243,  243=
1983,B,Warren,5,243,  243=
1983,B,Wilson,5,243,  243=
1983,B,Abdullah,4,276,  276=
1983,B,Amit,4,276,  276=
1983,B,Andre,4,276,  276=
1983,B,Antonio,4,276,  276=
1983,B,Arron,4,276,  276=
1983,B,Brent,4,276,  276=
1983,B,Calvin,4,276,  276=
1983,B,Darrin,4,276,  276=
1983,B,Daryll,4,276,  276=
1983,B,Eoin,4,276,  276=
1983,B,Gilbert,4,276,  276=
1983,B,Glyn,4,276,  276=
1983,B,Grahame,4,276,  276=
1983,B,Hector,4,276,  276=
1983,B,Howard,4,276,  276=
1983,B,Jackie,4,276,  276=
1983,B,Jacob,4,276,  276=
1983,B,Jaime,4,276,  276=
1983,B,Kasim,4,276,  276=
1983,B,Kristofor,4,276,  276=
1983,B,Man,4,276,  276=
1983,B,Mario,4,276,  276=
1983,B,Maurice,4,276,  276=
1983,B,Nadeem,4,276,  276=
1983,B,Naveed,4,276,  276=
1983,B,Neill,4,276,  276=
1983,B,Nigel,4,276,  276=
1983,B,Richie,4,276,  276=
1983,B,Ritchie,4,276,  276=
1983,B,Rodney,4,276,  276=
1983,B,Roger,4,276,  276=
1983,B,Roland,4,276,  276=
1983,B,Ronan,4,276,  276=
1983,B,Shakeel,4,276,  276=
1983,B,Steffan,4,276,  276=
1983,B,Syed,4,276,  276=
1983,B,Taylor,4,276,  276=
1983,B,Wai,4,276,  276=
1983,B,Adnan,3,314,  314=
1983,B,Alec,3,314,  314=
1983,B,Alessandro,3,314,  314=
1983,B,Alun,3,314,  314=
1983,B,Anas,3,314,  314=
1983,B,Andreas,3,314,  314=
1983,B,Arfan,3,314,  314=
1983,B,Arran,3,314,  314=
1983,B,Atholl,3,314,  314=
1983,B,Azeem,3,314,  314=
1983,B,Bryce,3,314,  314=
1983,B,Bryon,3,314,  314=
1983,B,Clifford,3,314,  314=
1983,B,Dwayne,3,314,  314=
1983,B,Edmund,3,314,  314=
1983,B,Erik,3,314,  314=
1983,B,Francesco,3,314,  314=
1983,B,Garrie,3,314,  314=
1983,B,Gerrard,3,314,  314=
1983,B,Giancarlo,3,314,  314=
1983,B,Giles,3,314,  314=
1983,B,Giovanni,3,314,  314=
1983,B,Hardeep,3,314,  314=
1983,B,Irfan,3,314,  314=
1983,B,Jodie,3,314,  314=
1983,B,Joe,3,314,  314=
1983,B,Jordon,3,314,  314=
1983,B,Kamran,3,314,  314=
1983,B,Kar,3,314,  314=
1983,B,Kashif,3,314,  314=
1983,B,Kelly,3,314,  314=
1983,B,Kenny,3,314,  314=
1983,B,Kristian,3,314,  314=
1983,B,Kwok,3,314,  314=
1983,B,Logan,3,314,  314=
1983,B,Lorenzo,3,314,  314=
1983,B,Lorne,3,314,  314=
1983,B,Lyall,3,314,  314=
1983,B,Mohamed,3,314,  314=
1983,B,Mohd,3,314,  314=
1983,B,Morgan,3,314,  314=
1983,B,Nairn,3,314,  314=
1983,B,Noel,3,314,  314=
1983,B,Ray,3,314,  314=
1983,B,Sami,3,314,  314=
1983,B,Shabaz,3,314,  314=
1983,B,Shahbaz,3,314,  314=
1983,B,Shawn,3,314,  314=
1983,B,Shazad,3,314,  314=
1983,B,Stanley,3,314,  314=
1983,B,Tobias,3,314,  314=
1983,B,Tristan,3,314,  314=
1983,B,Waseem,3,314,  314=
1983,B,Zachary,3,314,  314=
1983,B,Zahid,3,314,  314=
1983,B,Abbas,2,369,  369=
1983,B,Abrar,2,369,  369=
1983,B,Adil,2,369,  369=
1983,B,Ajay,2,369,  369=
1983,B,Alexis,2,369,  369=
1983,B,Allister,2,369,  369=
1983,B,Allyn,2,369,  369=
1983,B,Alyn,2,369,  369=
1983,B,Amar,2,369,  369=
1983,B,Antoni,2,369,  369=
1983,B,Ashleigh,2,369,  369=
1983,B,Asim,2,369,  369=
1983,B,Barclay,2,369,  369=
1983,B,Beau,2,369,  369=
1983,B,Benn,2,369,  369=
1983,B,Bilal,2,369,  369=
1983,B,Bret,2,369,  369=
1983,B,Byron,2,369,  369=
1983,B,Carlo,2,369,  369=
1983,B,Cary,2,369,  369=
1983,B,Christian,2,369,  369=
1983,B,Chun,2,369,  369=
1983,B,Ciaron,2,369,  369=
1983,B,Clarke,2,369,  369=
1983,B,Clayton,2,369,  369=
1983,B,Corey,2,369,  369=
1983,B,Corry,2,369,  369=
1983,B,Davinder,2,369,  369=
1983,B,Declan,2,369,  369=
1983,B,Derick,2,369,  369=
1983,B,Diarmid,2,369,  369=
1983,B,Duane,2,369,  369=
1983,B,Eamon,2,369,  369=
1983,B,Eamonn,2,369,  369=
1983,B,Edmond,2,369,  369=
1983,B,Eli,2,369,  369=
1983,B,Faraz,2,369,  369=
1983,B,Fergal,2,369,  369=
1983,B,Findlay,2,369,  369=
1983,B,Finn,2,369,  369=
1983,B,Georg,2,369,  369=
1983,B,Gideon,2,369,  369=
1983,B,Giuseppe,2,369,  369=
1983,B,Hasan,2,369,  369=
1983,B,Hisham,2,369,  369=
1983,B,Hon,2,369,  369=
1983,B,Ivor,2,369,  369=
1983,B,Jacques,2,369,  369=
1983,B,Jan,2,369,  369=
1983,B,Jared,2,369,  369=
1983,B,Jean,2,369,  369=
1983,B,Jerry,2,369,  369=
1983,B,Johnnathan,2,369,  369=
1983,B,Johnpaul,2,369,  369=
1983,B,Jose,2,369,  369=
1983,B,Josef,2,369,  369=
1983,B,Joss,2,369,  369=
1983,B,Juan,2,369,  369=
1983,B,Jun,2,369,  369=
1983,B,Kai,2,369,  369=
1983,B,Kehinde,2,369,  369=
1983,B,Khalid,2,369,  369=
1983,B,Kham,2,369,  369=
1983,B,Kin,2,369,  369=
1983,B,Kok,2,369,  369=
1983,B,Lachlan,2,369,  369=
1983,B,Levi,2,369,  369=
1983,B,Louie,2,369,  369=
1983,B,Luciano,2,369,  369=
1983,B,Luigi,2,369,  369=
1983,B,Malik,2,369,  369=
1983,B,Manzoor,2,369,  369=
1983,B,Marshall,2,369,  369=
1983,B,Marwan,2,369,  369=
1983,B,Melville,2,369,  369=
1983,B,Miguel,2,369,  369=
1983,B,Morris,2,369,  369=
1983,B,Mustapha,2,369,  369=
1983,B,Nicki,2,369,  369=
1983,B,Nicol,2,369,  369=
1983,B,Osman,2,369,  369=
1983,B,Paolo,2,369,  369=
1983,B,Pietro,2,369,  369=
1983,B,Qasim,2,369,  369=
1983,B,Raheel,2,369,  369=
1983,B,Raja,2,369,  369=
1983,B,Rajeev,2,369,  369=
1983,B,Rana,2,369,  369=
1983,B,Raymund,2,369,  369=
1983,B,Razwan,2,369,  369=
1983,B,Remo,2,369,  369=
1983,B,Reuben,2,369,  369=
1983,B,Rhys,2,369,  369=
1983,B,Riccardo,2,369,  369=
1983,B,Rizwan,2,369,  369=
1983,B,Robb,2,369,  369=
1983,B,Roberto,2,369,  369=
1983,B,Ronny,2,369,  369=
1983,B,Rowan,2,369,  369=
1983,B,Rudi,2,369,  369=
1983,B,Sarfraz,2,369,  369=
1983,B,Scot,2,369,  369=
1983,B,Seamus,2,369,  369=
1983,B,Seth,2,369,  369=
1983,B,Shahid,2,369,  369=
1983,B,Shezad,2,369,  369=
1983,B,Simeon,2,369,  369=
1983,B,Spence,2,369,  369=
1983,B,Stephan,2,369,  369=
